feature_code,name,type,date_code,smokes,household_type,sex,long_term_condition,age,sm_lower_ci,sm_upper_ci,sm_percent
S08000020,Grampian,NHS Health Board,2015,Yes,All,All,All,All,18,22.2,20.1
S12000028,South Ayrshire,Local Authority,2014,Yes,All,All,All,All,14.8,23.3,19.1
S12000029,South Lanarkshire,Local Authority,2014,Yes,All,All,All,All,16.7,23.1,19.9
S12000008,East Ayrshire,Local Authority,2013,Yes,All,All,All,16-64,18.7,31.9,25.3
S12000017,Highland,Local Authority,2013,Yes,All,All,All,16-64,13.9,21.6,17.7
S12000030,Stirling,Local Authority,2014,Yes,All,All,All,16-34,5.1,22.6,13.8
S08000032,Lanarkshire,NHS Health Board,2012,Yes,All,All,All,65 and over,9.6,15.9,12.7
S12000017,Highland,Local Authority,2013,Yes,All,All,All,35-64,12.7,20.7,16.7
S12000039,West Dunbartonshire,Local Authority,2016,Yes,All,All,All,16-34,10.3,28.4,19.4
S12000042,Dundee City,Local Authority,2014,Yes,All,All,All,35-64,23.9,38.7,31.3
S12000013,Na h-Eileanan Siar,Local Authority,2014,Yes,All,All,All,All,19.9,32.3,26.1
S12000020,Moray,Local Authority,2013,Yes,All,All,All,All,17,28.2,22.6
S12000035,Argyll and Bute,Local Authority,2014,Yes,All,All,All,35-64,13.9,27.7,20.8
S12000026,Scottish Borders,Local Authority,2012,Yes,All,All,All,16-64,17.5,28.8,23.1
S12000039,West Dunbartonshire,Local Authority,2013,Yes,All,All,All,All,18.9,29,24
S12000033,Aberdeen City,Local Authority,2012,Yes,All,All,All,All,18.4,25.5,21.9
S08000019,Forth Valley,NHS Health Board,2014,Yes,All,All,All,16-64,22.3,29.3,25.8
S12000050,North Lanarkshire,Local Authority,2019,Yes,All,All,All,16-64,18.4,25.3,21.8
S12000005,Clackmannanshire,Local Authority,2019,Yes,All,All,All,65 and over,7.9,25.3,16.6
S12000047,Fife,Local Authority,2019,Yes,All,All,All,16-64,17.9,24.9,21.4
S12000010,East Lothian,Local Authority,2012,Yes,All,All,All,All,17.3,32.2,24.8
S12000005,Clackmannanshire,Local Authority,2012,Yes,All,All,All,All,20.6,31.6,26.1
S12000047,Fife,Local Authority,2019,Yes,All,All,All,35-64,16.4,24.6,20.5
S12000047,Fife,Local Authority,2019,Yes,All,All,All,16-34,16.5,29.6,23
S12000023,Orkney Islands,Local Authority,2019,Yes,All,All,All,35-64,4.6,19.8,12.2
S08000015,Ayrshire and Arran,NHS Health Board,2019,Yes,All,All,All,All,14.2,19,16.6
S08000025,Orkney,NHS Health Board,2019,Yes,All,All,All,All,6.5,21.9,14.2
S12000019,Midlothian,Local Authority,2016-2017,Yes,All,All,All,All,15.3,22.4,18.8
S12000049,Glasgow City,Local Authority,2019,Yes,All,All,All,16-64,19.1,24.1,21.6
S12000006,Dumfries and Galloway,Local Authority,2019,Yes,All,All,All,16-64,21.5,32.1,26.8
S92000003,Scotland,Scotland,2019,Yes,All,All,All,35-64,19,20.9,20
S12000013,Na h-Eileanan Siar,Local Authority,2019,Yes,All,All,All,16-64,13.7,26.3,20
S12000019,Midlothian,Local Authority,2014,Yes,All,All,All,65 and over,7.1,22.6,14.9
S08000017,Dumfries and Galloway,NHS Health Board,2013,Yes,All,All,All,65 and over,5.7,14.4,10.1
S08000019,Forth Valley,NHS Health Board,2013,Yes,All,All,All,16-64,20.1,27,23.6
S12000041,Angus,Local Authority,2014,Yes,All,All,All,All,17.1,26.4,21.8
S08000032,Lanarkshire,NHS Health Board,2016,Yes,All,All,All,16-64,20.4,25.6,23
S12000035,Argyll and Bute,Local Authority,2012,Yes,All,All,All,65 and over,8.4,25.2,16.8
S08000026,Shetland,NHS Health Board,2012,Yes,All,All,All,65 and over,2.9,14.7,8.8
S12000041,Angus,Local Authority,2015,Yes,All,All,All,65 and over,4.4,14.4,9.4
S12000023,Orkney Islands,Local Authority,2012,Yes,All,All,All,All,12.6,21.5,17.1
S12000020,Moray,Local Authority,2012,Yes,All,All,All,16-34,13.9,32.4,23.2
S12000019,Midlothian,Local Authority,2012,Yes,All,All,All,16-34,17.4,43.9,30.7
S92000003,Scotland,Scotland,2014,Yes,All,All,All,16-64,22.7,24.4,23.5
S12000027,Shetland Islands,Local Authority,2014,Yes,All,All,All,16-64,16.3,30.4,23.4
S12000006,Dumfries and Galloway,Local Authority,2012,Yes,All,All,All,35-64,21,30.2,25.6
S08000029,Fife,NHS Health Board,2019,Yes,All,All,All,All,16.2,21.8,19
S08000031,Greater Glasgow and Clyde,NHS Health Board,2017,Yes,All,All,All,All,18.1,21.2,19.7
S08000022,Highland,NHS Health Board,2013,Yes,All,All,All,16-64,17.9,25.2,21.6
S12000014,Falkirk,Local Authority,2015,Yes,Pensioners,All,All,All,9.6,23,16.3
S12000010,East Lothian,Local Authority,2017,Yes,Pensioners,All,All,All,5.8,19.6,12.7
S12000019,Midlothian,Local Authority,2017,Yes,Pensioners,All,All,All,6.8,18.2,12.5
S08000025,Orkney,NHS Health Board,2018,No,Pensioners,All,All,All,88.3,98.2,93.3
S12000049,Glasgow City,Local Authority,2015,Yes,Pensioners,All,All,All,14.9,22.7,18.8
S08000029,Fife,NHS Health Board,2018,No,Pensioners,All,All,All,84.7,91.1,87.9
S08000015,Ayrshire and Arran,NHS Health Board,2015,Yes,Pensioners,All,All,All,10.6,16.3,13.5
S12000013,Na h-Eileanan Siar,Local Authority,2014,Yes,Pensioners,All,All,All,10.9,24.1,17.5
S08000024,Lothian,NHS Health Board,2016,Yes,Pensioners,All,All,All,9.3,14.6,12
S12000023,Orkney Islands,Local Authority,2016,Yes,Pensioners,All,All,All,2.3,8.1,5.2
S12000020,Moray,Local Authority,2014,Yes,Pensioners,All,All,All,6.8,17.7,12.2
S08000017,Dumfries and Galloway,NHS Health Board,2014,Yes,Pensioners,All,All,All,4.9,13,9
S12000008,East Ayrshire,Local Authority,2012,Yes,Pensioners,All,All,All,16.8,29.8,23.3
S08000017,Dumfries and Galloway,NHS Health Board,2017,Yes,Pensioners,All,All,All,4.7,11.5,8.1
S12000042,Dundee City,Local Authority,2014,Yes,Pensioners,All,All,All,13,29.2,21.1
S12000045,East Dunbartonshire,Local Authority,2015,Yes,Pensioners,All,All,All,3.4,12.5,7.9
S12000028,South Ayrshire,Local Authority,2017,Yes,Pensioners,All,All,All,5.3,15.3,10.3
S12000028,South Ayrshire,Local Authority,2013,Yes,Pensioners,All,All,All,8.4,21.4,14.9
S12000040,West Lothian,Local Authority,2014,Yes,Pensioners,All,All,All,10.3,24.6,17.4
S12000029,South Lanarkshire,Local Authority,2017,Yes,Pensioners,All,All,All,8.2,15.7,11.9
S12000035,Argyll and Bute,Local Authority,2017,Yes,Pensioners,All,All,All,7.1,16.5,11.8
S12000040,West Lothian,Local Authority,2016,Yes,Pensioners,All,All,All,7.5,20.5,14
S12000013,Na h-Eileanan Siar,Local Authority,2016,Yes,Pensioners,All,All,All,2.9,16,9.5
S08000025,Orkney,NHS Health Board,2012,Yes,Pensioners,All,All,All,6.5,17.2,11.8
S12000011,East Renfrewshire,Local Authority,2013,Yes,Pensioners,All,All,All,1.6,12.6,7.1
S08000032,Lanarkshire,NHS Health Board,2017,Yes,Pensioners,All,All,All,11.8,17.7,14.8
S08000015,Ayrshire and Arran,NHS Health Board,2012,Yes,Pensioners,All,All,All,13.5,19.8,16.7
S12000026,Scottish Borders,Local Authority,2017,Yes,Pensioners,All,All,All,4.5,11.7,8.1
S12000035,Argyll and Bute,Local Authority,2016,Yes,Pensioners,All,All,All,5.2,15,10.1
S12000050,North Lanarkshire,Local Authority,2019,No,Pensioners,All,All,All,83.5,91,87.3
S12000029,South Lanarkshire,Local Authority,2016,Yes,Pensioners,All,All,All,9.2,16.9,13
S08000032,Lanarkshire,NHS Health Board,2015,Yes,Pensioners,All,All,All,14.1,20.7,17.4
S12000005,Clackmannanshire,Local Authority,2017,Yes,Pensioners,All,All,All,8.5,26.2,17.4
S12000020,Moray,Local Authority,2017,Yes,Pensioners,All,All,All,6,15.5,10.7
S12000005,Clackmannanshire,Local Authority,2016,Yes,Pensioners,All,All,All,3.6,14.1,8.9
S12000036,City of Edinburgh,Local Authority,2016,Yes,Pensioners,All,All,All,7.1,13.4,10.3
S12000048,Perth and Kinross,Local Authority,2012,Yes,Pensioners,All,All,All,8.2,19.7,14
S12000035,Argyll and Bute,Local Authority,2013,Yes,Pensioners,All,All,All,2.5,17.6,10.1
S12000030,Stirling,Local Authority,2016,Yes,Pensioners,All,All,All,3.5,13.2,8.4
S12000017,Highland,Local Authority,2013,Yes,Pensioners,All,All,All,6.6,14,10.3
S12000029,South Lanarkshire,Local Authority,2013,Yes,Pensioners,All,All,All,9.5,17.9,13.7
S08000016,Borders,NHS Health Board,2014,No,Pensioners,All,All,All,87.2,95.1,91.2
S12000038,Renfrewshire,Local Authority,2013,Yes,Pensioners,All,All,All,14.3,29.6,22
S08000015,Ayrshire and Arran,NHS Health Board,2014,Yes,Pensioners,All,All,All,12.9,19.6,16.2
S12000030,Stirling,Local Authority,2013,No,Pensioners,All,All,All,86.7,96.5,91.6
S12000045,East Dunbartonshire,Local Authority,2014,No,Pensioners,All,All,All,87.1,95.6,91.3
S08000028,Western Isles,NHS Health Board,2012,Yes,Pensioners,All,All,All,6.1,17.9,12
S12000048,Perth and Kinross,Local Authority,2017,Yes,Pensioners,All,All,All,7.7,18.3,13
S12000014,Falkirk,Local Authority,2017,Yes,Pensioners,All,All,All,4.5,14.5,9.5
S12000011,East Renfrewshire,Local Authority,2017,Yes,Pensioners,All,All,All,3.9,14.8,9.4
S12000033,Aberdeen City,Local Authority,2015,Yes,Pensioners,All,All,All,10.2,19.9,15.1
S12000030,Stirling,Local Authority,2017,Yes,Pensioners,All,All,All,2.2,10.6,6.4
S12000017,Highland,Local Authority,2014,Yes,Pensioners,All,All,All,6.8,14.6,10.7
S08000022,Highland,NHS Health Board,2014,Yes,Pensioners,All,All,All,7.4,13.9,10.7
S92000003,Scotland,Scotland,2013,Yes,Pensioners,All,All,All,13.8,15.8,14.8
S12000041,Angus,Local Authority,2012,Yes,Pensioners,All,All,All,10.8,22.3,16.6
S08000031,Greater Glasgow and Clyde,NHS Health Board,2014,Yes,Pensioners,All,All,All,16.2,20.8,18.5
S12000013,Na h-Eileanan Siar,Local Authority,2013,Yes,Pensioners,All,All,All,6.9,19.6,13.2
S12000021,North Ayrshire,Local Authority,2013,Yes,Pensioners,All,All,All,10.9,22.7,16.8
S08000030,Tayside,NHS Health Board,2019,No,Pensioners,All,All,All,86.2,92.3,89.3
S12000047,Fife,Local Authority,2018,Yes,Pensioners,All,All,All,8.9,15.3,12.1
S08000016,Borders,NHS Health Board,2019,No,Pensioners,All,All,All,85.7,95.9,90.8
S12000005,Clackmannanshire,Local Authority,2015,Yes,Pensioners,All,All,All,10.4,27.3,18.8
S12000013,Na h-Eileanan Siar,Local Authority,2012,Yes,Pensioners,All,All,All,6.1,17.9,12
S12000047,Fife,Local Authority,2015,Yes,Pensioners,All,All,All,7.7,14.6,11.2
S92000003,Scotland,Scotland,2018,Yes,Pensioners,All,All,All,11.6,13.3,12.5
S12000005,Clackmannanshire,Local Authority,2018,Yes,Pensioners,All,All,All,7,22,14.5
S08000022,Highland,NHS Health Board,2018,No,Pensioners,All,All,All,87.1,92.7,89.9
S12000039,West Dunbartonshire,Local Authority,2013,Yes,Pensioners,All,All,All,6.2,17.2,11.7
S12000050,North Lanarkshire,Local Authority,2017,Yes,Pensioners,All,All,All,13.1,22.2,17.6
S12000029,South Lanarkshire,Local Authority,2019,No,Pensioners,All,All,All,81.7,89.8,85.7
S12000027,Shetland Islands,Local Authority,2012,Yes,Pensioners,All,All,All,4.2,15.5,9.8
S12000034,Aberdeenshire,Local Authority,2013,Yes,Pensioners,All,All,All,8.3,18.1,13.2
S12000018,Inverclyde,Local Authority,2014,Yes,Pensioners,All,All,All,9.1,21.9,15.5
S12000023,Orkney Islands,Local Authority,2015,Yes,Pensioners,All,All,All,2.4,11.7,7.1
S08000017,Dumfries and Galloway,NHS Health Board,2013,Yes,Pensioners,All,All,All,9.7,19.7,14.7
S12000020,Moray,Local Authority,2018,Yes,Pensioners,All,All,All,5.8,14.9,10.4
S12000006,Dumfries and Galloway,Local Authority,2014,Yes,Pensioners,All,All,All,4.9,13,9
S08000029,Fife,NHS Health Board,2013,Yes,Pensioners,All,All,All,7.4,12.9,10.1
S12000018,Inverclyde,Local Authority,2013,Yes,Pensioners,All,All,All,10.4,23.5,17
S08000025,Orkney,NHS Health Board,2017,Yes,Pensioners,All,All,All,1.3,11.1,6.2
S12000039,West Dunbartonshire,Local Authority,2014,Yes,Pensioners,All,All,All,8.3,23.7,16
S08000026,Shetland,NHS Health Board,2017,Yes,Pensioners,All,All,All,6.1,18.9,12.5
S12000038,Renfrewshire,Local Authority,2014,Yes,Pensioners,All,All,All,11.9,23.3,17.6
S12000049,Glasgow City,Local Authority,2014,Yes,Pensioners,All,All,All,19.1,26.9,23
S12000036,City of Edinburgh,Local Authority,2012,Yes,Pensioners,All,All,All,8.1,14.5,11.3
S12000045,East Dunbartonshire,Local Authority,2019,No,Pensioners,All,All,All,93.2,98.7,96
S12000041,Angus,Local Authority,2019,No,Pensioners,All,All,All,86.7,95.9,91.3
S08000024,Lothian,NHS Health Board,2018,Yes,Pensioners,All,All,All,8.8,13.1,11
S12000045,East Dunbartonshire,Local Authority,2018,No,Pensioners,All,All,All,92.3,98.9,95.6
S12000039,West Dunbartonshire,Local Authority,2019,No,Pensioners,All,All,All,79.6,90.9,85.2
S08000019,Forth Valley,NHS Health Board,2019,Yes,Pensioners,All,All,All,8,13.7,10.8
S12000049,Glasgow City,Local Authority,2017,Yes,Pensioners,All,All,All,16.5,24.4,20.4
S12000005,Clackmannanshire,Local Authority,2013,Yes,Pensioners,All,All,All,3.6,13.2,8.4
S08000022,Highland,NHS Health Board,2013,Yes,Pensioners,All,All,All,6.9,13.6,10.2
S12000050,North Lanarkshire,Local Authority,2015,Yes,Pensioners,All,All,All,15.3,25.3,20.3
S08000028,Western Isles,NHS Health Board,2018,No,Pensioners,All,All,All,84.9,95.1,90
S12000033,Aberdeen City,Local Authority,2019,No,Pensioners,All,All,All,85.1,94,89.5
S12000029,South Lanarkshire,Local Authority,2015,Yes,Pensioners,All,All,All,10.4,19.1,14.7
S08000016,Borders,NHS Health Board,2018,Yes,Pensioners,All,All,All,6.4,15,10.7
S08000020,Grampian,NHS Health Board,2014,Yes,Pensioners,All,All,All,12,18.2,15.1
S12000034,Aberdeenshire,Local Authority,2014,Yes,Pensioners,All,All,All,9.3,18.5,13.9
S08000031,Greater Glasgow and Clyde,NHS Health Board,2017,Yes,Pensioners,All,All,All,13.8,18.2,16
S12000034,Aberdeenshire,Local Authority,2019,No,Pensioners,All,All,All,86.8,94.4,90.6
S12000035,Argyll and Bute,Local Authority,2019,No,Pensioners,All,All,All,88,94.5,91.2
S12000017,Highland,Local Authority,2019,No,Pensioners,All,All,All,86.2,93.5,89.8
S08000016,Borders,NHS Health Board,2018,No,Pensioners,All,All,All,85,93.6,89.3
S08000015,Ayrshire and Arran,NHS Health Board,2012,No,Pensioners,All,All,All,79.9,86.3,83.1
S12000010,East Lothian,Local Authority,2013,No,Pensioners,All,All,All,79.1,96.5,87.8
S12000038,Renfrewshire,Local Authority,2012,No,Pensioners,All,All,All,78.7,91.1,84.9
S12000023,Orkney Islands,Local Authority,2017,No,Pensioners,All,All,All,88.9,98.7,93.8
S12000029,South Lanarkshire,Local Authority,2017,No,Pensioners,All,All,All,84.3,91.8,88.1
S08000019,Forth Valley,NHS Health Board,2013,No,Pensioners,All,All,All,85.4,91.8,88.6
S12000017,Highland,Local Authority,2017,No,Pensioners,All,All,All,88.8,95.7,92.2
S12000023,Orkney Islands,Local Authority,2015,No,Pensioners,All,All,All,88.3,97.6,92.9
S12000038,Renfrewshire,Local Authority,2015,No,Pensioners,All,All,All,78.4,89.6,84
S12000042,Dundee City,Local Authority,2012,No,Pensioners,All,All,All,77.6,89.2,83.4
S08000032,Lanarkshire,NHS Health Board,2015,No,Pensioners,All,All,All,79.2,85.8,82.5
S12000041,Angus,Local Authority,2016,No,Pensioners,All,All,All,86,95.4,90.7
S08000031,Greater Glasgow and Clyde,NHS Health Board,2015,No,Pensioners,All,All,All,81.7,86.2,83.9
S12000030,Stirling,Local Authority,2017,No,Pensioners,All,All,All,89.4,97.8,93.6
S08000022,Highland,NHS Health Board,2013,No,Pensioners,All,All,All,85.8,92.7,89.3
S12000011,East Renfrewshire,Local Authority,2012,No,Pensioners,All,All,All,82.4,95.2,88.8
S12000045,East Dunbartonshire,Local Authority,2017,No,Pensioners,All,All,All,88.5,98,93.3
S12000049,Glasgow City,Local Authority,2014,No,Pensioners,All,All,All,73,80.8,76.9
S12000049,Glasgow City,Local Authority,2012,No,Pensioners,All,All,All,76.4,83.8,80.1
S08000020,Grampian,NHS Health Board,2013,No,Pensioners,All,All,All,82.6,89,85.8
S12000018,Inverclyde,Local Authority,2019,Yes,Pensioners,All,All,All,9.9,23,16.4
S12000011,East Renfrewshire,Local Authority,2019,Yes,Pensioners,All,All,All,2,9,5.5
S08000029,Fife,NHS Health Board,2019,Yes,Pensioners,All,All,All,8.6,15.1,11.8
S12000013,Na h-Eileanan Siar,Local Authority,2019,Yes,Pensioners,All,All,All,8.1,18,13.1
S12000027,Shetland Islands,Local Authority,2019,Yes,Pensioners,All,All,All,7.8,31.7,19.7
S08000016,Borders,NHS Health Board,2019,Yes,Pensioners,All,All,All,4.1,14.3,9.2
S12000005,Clackmannanshire,Local Authority,2019,Yes,Pensioners,All,All,All,10.4,27.4,18.9
S12000041,Angus,Local Authority,2019,Yes,Pensioners,All,All,All,4.1,13.3,8.7
S92000003,Scotland,Scotland,2013,No,Pensioners,All,All,All,84.1,86.2,85.2
S12000017,Highland,Local Authority,2017,Yes,Pensioners,All,All,All,4.3,11.2,7.8
S12000010,East Lothian,Local Authority,2012,No,Pensioners,All,All,All,78,91.4,84.7
S08000024,Lothian,NHS Health Board,2019,Yes,Pensioners,All,All,All,8.9,13.3,11.1
S12000033,Aberdeen City,Local Authority,2017,No,Pensioners,All,All,All,79.6,90,84.8
S12000028,South Ayrshire,Local Authority,2012,No,Pensioners,All,All,All,85.8,94.5,90.1
S08000017,Dumfries and Galloway,NHS Health Board,2013,No,Pensioners,All,All,All,80.3,90.4,85.3
S12000034,Aberdeenshire,Local Authority,2012,No,Pensioners,All,All,All,80.1,90.9,85.5
S08000022,Highland,NHS Health Board,2014,No,Pensioners,All,All,All,86.1,92.6,89.4
S12000018,Inverclyde,Local Authority,2016,No,Pensioners,All,All,All,77.1,90.9,84
S12000014,Falkirk,Local Authority,2014,No,Pensioners,All,All,All,78.1,90.2,84.1
S08000016,Borders,NHS Health Board,2016,No,Pensioners,All,All,All,81.6,92.2,86.9
S12000008,East Ayrshire,Local Authority,2013,No,Pensioners,All,All,All,71.8,89.3,80.5
S12000038,Renfrewshire,Local Authority,2014,No,Pensioners,All,All,All,76.7,88.1,82.4
S12000029,South Lanarkshire,Local Authority,2012,No,Pensioners,All,All,All,82,90.8,86.4
S12000017,Highland,Local Authority,2012,No,Pensioners,All,All,All,84.7,92.2,88.5
S08000026,Shetland,NHS Health Board,2017,No,Pensioners,All,All,All,81.1,93.9,87.5
S12000021,North Ayrshire,Local Authority,2017,Yes,Pensioners,All,All,All,8.3,19.7,14
S08000030,Tayside,NHS Health Board,2017,Yes,Pensioners,All,All,All,9.6,15.7,12.6
S12000047,Fife,Local Authority,2012,No,Pensioners,All,All,All,81.6,89,85.3
S12000030,Stirling,Local Authority,2016,No,Pensioners,All,All,All,86.8,96.5,91.6
S08000015,Ayrshire and Arran,NHS Health Board,2014,No,Pensioners,All,All,All,80.4,87.2,83.8
S12000029,South Lanarkshire,Local Authority,2015,No,Pensioners,All,All,All,80.9,89.6,85.3
S08000028,Western Isles,NHS Health Board,2014,No,Pensioners,All,All,All,75.9,89.1,82.5
S12000017,Highland,Local Authority,2016,No,Pensioners,All,All,All,84.8,93.1,88.9
S12000040,West Lothian,Local Authority,2012,No,Pensioners,All,All,All,77,90,83.5
S12000036,City of Edinburgh,Local Authority,2016,No,Pensioners,All,All,All,86.6,92.9,89.7
S08000032,Lanarkshire,NHS Health Board,2013,No,Pensioners,All,All,All,76.7,84.4,80.6
S08000022,Highland,NHS Health Board,2017,No,Pensioners,All,All,All,88.3,93.9,91.1
S08000029,Fife,NHS Health Board,2013,No,Pensioners,All,All,All,87.1,92.6,89.9
S12000005,Clackmannanshire,Local Authority,2016,No,Pensioners,All,All,All,85.9,96.4,91.1
S08000029,Fife,NHS Health Board,2012,No,Pensioners,All,All,All,81.6,89,85.3
S92000003,Scotland,Scotland,2017,No,Pensioners,All,All,All,86.2,88,87.1
S12000019,Midlothian,Local Authority,2012,No,Pensioners,All,All,All,72.4,89.4,80.9
S12000023,Orkney Islands,Local Authority,2013,Yes,Pensioners,All,All,All,1,22.5,11.7
S12000041,Angus,Local Authority,2014,Yes,Pensioners,All,All,All,6.1,15.4,10.8
S12000020,Moray,Local Authority,2015,Yes,Pensioners,All,All,All,9.4,21.6,15.5
S12000042,Dundee City,Local Authority,2016,No,Pensioners,All,All,All,86.4,95.5,90.9
S08000030,Tayside,NHS Health Board,2016,No,Pensioners,All,All,All,86.9,92.5,89.7
S12000035,Argyll and Bute,Local Authority,2019,Yes,Pensioners,All,All,All,5.5,12,8.8
S12000038,Renfrewshire,Local Authority,2016,No,Pensioners,All,All,All,80.7,91.7,86.2
S12000027,Shetland Islands,Local Authority,2016,No,Pensioners,All,All,All,82.5,98.1,90.3
S08000029,Fife,NHS Health Board,2015,No,Pensioners,All,All,All,85.2,92.1,88.6
S12000049,Glasgow City,Local Authority,2016,No,Pensioners,All,All,All,74.9,82.8,78.8
S12000040,West Lothian,Local Authority,2014,No,Pensioners,All,All,All,75.5,89.7,82.6
S08000031,Greater Glasgow and Clyde,NHS Health Board,2014,No,Pensioners,All,All,All,79.2,83.8,81.5
S12000021,North Ayrshire,Local Authority,2019,Yes,Pensioners,All,All,All,7,16.3,11.6
S12000023,Orkney Islands,Local Authority,2019,Yes,Pensioners,All,All,All,0,19.6,9.1
S12000050,North Lanarkshire,Local Authority,2015,No,Pensioners,All,All,All,74.5,84.5,79.5
S12000038,Renfrewshire,Local Authority,2019,Yes,Pensioners,All,All,All,9.3,18.9,14.1
S12000027,Shetland Islands,Local Authority,2013,No,Pensioners,All,All,All,67.7,91.8,79.8
S12000035,Argyll and Bute,Local Authority,2016,No,Pensioners,All,All,All,85,94.9,89.9
